Area,ingredient,Year,Value
Lithuania,"Mixed grass and legumes, for forage",2020,2657.5
Lithuania,"Other forage crops, n.e.c.",2020,3519
Lithuania,"Other forage products, n.e.c.",2020,3492.5
Lithuania,"Other grasses, for forage",2020,3520
Lithuania,"Other legumes, for forage",2020,3793.5000000000005
Lithuania,"Rye grass, for forage",2020,5487.5
Lithuania,"Sorghum, for forage",2020,7070.833333333334
Lithuania,"Swedes, for forage",2020,3750
Lithuania,"Turnips, for forage",2020,6551.875
Luxembourg,Alfalfa for forage and silage,2020,2627.5
Luxembourg,"Beet, for forage",2020,13865
Luxembourg,"Cabbage, for forage",2020,10670
Luxembourg,"Clover, for forage",2020,1805
Luxembourg,"Hay for forage, from grasses",2020,1075.8333333333333
Luxembourg,Maize for forage and silage,2020,15662.500000000002
Luxembourg,"Mixed grass and legumes, for forage",2020,3256.666666666667
Luxembourg,"Other forage crops, n.e.c.",2020,3519
Luxembourg,"Other forage products, n.e.c.",2020,11291.25
Luxembourg,"Other grasses, for forage",2020,6487.5
Luxembourg,"Other legumes, for forage",2020,3793.5000000000005
Luxembourg,"Rye grass, for forage",2020,1680
Luxembourg,"Sorghum, for forage",2020,7070.833333333334
Luxembourg,"Swedes, for forage",2020,3750
Luxembourg,"Turnips, for forage",2020,6551.875
"China, Macao SAR",Alfalfa for forage and silage,2020,5918.851351351352
"China, Macao SAR","Beet, for forage",2020,9916.73076923077
"China, Macao SAR","Cabbage, for forage",2020,7986.25
"China, Macao SAR","Clover, for forage",2020,6082.0999999999995
"China, Macao SAR","Hay for forage, from grasses",2020,1075.8333333333333
"China, Macao SAR",Maize for forage and silage,2020,6505
"China, Macao SAR","Mixed grass and legumes, for forage",2020,3256.666666666667
"China, Macao SAR","Other forage crops, n.e.c.",2020,3519
"China, Macao SAR","Other forage products, n.e.c.",2020,4265.333333333333
"China, Macao SAR","Other grasses, for forage",2020,8480
"China, Macao SAR","Other legumes, for forage",2020,8462.5
"China, Macao SAR","Rye grass, for forage",2020,5695.357142857142
"China, Macao SAR","Sorghum, for forage",2020,13217.5
"China, Macao SAR","Swedes, for forage",2020,3750
"China, Macao SAR","Turnips, for forage",2020,6551.875
Madagascar,Alfalfa for forage and silage,2020,5918.851351351352
Madagascar,"Beet, for forage",2020,9916.73076923077
Madagascar,"Cabbage, for forage",2020,7986.25
Madagascar,"Clover, for forage",2020,6082.0999999999995
Madagascar,"Hay for forage, from grasses",2020,1075.8333333333333
Madagascar,Maize for forage and silage,2020,1587.5
Madagascar,"Mixed grass and legumes, for forage",2020,3256.666666666667
Madagascar,"Other forage crops, n.e.c.",2020,3519
Madagascar,"Other forage products, n.e.c.",2020,4265.333333333333
Madagascar,"Other grasses, for forage",2020,3898.815789473684
Madagascar,"Other legumes, for forage",2020,3793.5000000000005
Madagascar,"Rye grass, for forage",2020,5695.357142857142
Madagascar,"Sorghum, for forage",2020,7070.833333333334
Madagascar,"Swedes, for forage",2020,3750
Madagascar,"Turnips, for forage",2020,6551.875
Malawi,Alfalfa for forage and silage,2020,5918.851351351352
Malawi,"Beet, for forage",2020,9916.73076923077
Malawi,"Cabbage, for forage",2020,7986.25
Malawi,"Clover, for forage",2020,6082.0999999999995
Malawi,"Hay for forage, from grasses",2020,1075.8333333333333
Malawi,Maize for forage and silage,2020,1587.5
Malawi,"Mixed grass and legumes, for forage",2020,3256.666666666667
Malawi,"Other forage crops, n.e.c.",2020,3519
Malawi,"Other forage products, n.e.c.",2020,4265.333333333333
Malawi,"Other grasses, for forage",2020,3898.815789473684
Malawi,"Other legumes, for forage",2020,3793.5000000000005
Malawi,"Rye grass, for forage",2020,5695.357142857142
Malawi,"Sorghum, for forage",2020,7070.833333333334
Malawi,"Swedes, for forage",2020,3750
Malawi,"Turnips, for forage",2020,6551.875
Malaysia,Alfalfa for forage and silage,2020,5918.851351351352
Malaysia,"Beet, for forage",2020,9916.73076923077
Malaysia,"Cabbage, for forage",2020,7986.25
Malaysia,"Clover, for forage",2020,6082.0999999999995
Malaysia,"Hay for forage, from grasses",2020,1075.8333333333333
Malaysia,Maize for forage and silage,2020,9080.849056603773
Malaysia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Malaysia,"Other forage crops, n.e.c.",2020,3519
Malaysia,"Other forage products, n.e.c.",2020,4265.333333333333
Malaysia,"Other grasses, for forage",2020,3898.815789473684
Malaysia,"Other legumes, for forage",2020,3793.5000000000005
Malaysia,"Rye grass, for forage",2020,5695.357142857142
Malaysia,"Sorghum, for forage",2020,7070.833333333334
Malaysia,"Swedes, for forage",2020,3750
Malaysia,"Turnips, for forage",2020,6551.875
Maldives,Alfalfa for forage and silage,2020,2212.5
Maldives,"Beet, for forage",2020,9916.73076923077
Maldives,"Cabbage, for forage",2020,7986.25
Maldives,"Clover, for forage",2020,6082.0999999999995
Maldives,"Hay for forage, from grasses",2020,1075.8333333333333
Maldives,Maize for forage and silage,2020,9080.849056603773
Maldives,"Mixed grass and legumes, for forage",2020,3256.666666666667
Maldives,"Other forage crops, n.e.c.",2020,5560
Maldives,"Other forage products, n.e.c.",2020,3735
Maldives,"Other grasses, for forage",2020,3898.815789473684
Maldives,"Other legumes, for forage",2020,3793.5000000000005
Maldives,"Rye grass, for forage",2020,5695.357142857142
Maldives,"Sorghum, for forage",2020,7070.833333333334
Maldives,"Swedes, for forage",2020,3750
Maldives,"Turnips, for forage",2020,6551.875
Mali,Alfalfa for forage and silage,2020,5918.851351351352
Mali,"Beet, for forage",2020,9916.73076923077
Mali,"Cabbage, for forage",2020,7986.25
Mali,"Clover, for forage",2020,6082.0999999999995
Mali,"Hay for forage, from grasses",2020,1075.8333333333333
Mali,Maize for forage and silage,2020,9080.849056603773
Mali,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mali,"Other forage crops, n.e.c.",2020,3519
Mali,"Other forage products, n.e.c.",2020,4265.333333333333
Mali,"Other grasses, for forage",2020,3898.815789473684
Mali,"Other legumes, for forage",2020,3793.5000000000005
Mali,"Rye grass, for forage",2020,5695.357142857142
Mali,"Sorghum, for forage",2020,7070.833333333334
Mali,"Swedes, for forage",2020,3750
Mali,"Turnips, for forage",2020,6551.875
Malta,Alfalfa for forage and silage,2020,3966.111111111111
Malta,"Beet, for forage",2020,3359.375
Malta,"Cabbage, for forage",2020,5302.5
Malta,"Clover, for forage",2020,2976.785714285714
Malta,"Hay for forage, from grasses",2020,1075.8333333333333
Malta,Maize for forage and silage,2020,8548.863636363636
Malta,"Mixed grass and legumes, for forage",2020,3256.666666666667
Malta,"Other forage crops, n.e.c.",2020,1072.5
Malta,"Other forage products, n.e.c.",2020,1191.25
Malta,"Other grasses, for forage",2020,1914.1666666666665
Malta,"Other legumes, for forage",2020,2776.25
Malta,"Rye grass, for forage",2020,7417.5
Malta,"Sorghum, for forage",2020,5620
Malta,"Swedes, for forage",2020,3750
Malta,"Turnips, for forage",2020,4467.5
Mauritania,Alfalfa for forage and silage,2020,5918.851351351352
Mauritania,"Beet, for forage",2020,9916.73076923077
Mauritania,"Cabbage, for forage",2020,7986.25
Mauritania,"Clover, for forage",2020,6082.0999999999995
Mauritania,"Hay for forage, from grasses",2020,1075.8333333333333
Mauritania,Maize for forage and silage,2020,9080.849056603773
Mauritania,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mauritania,"Other forage crops, n.e.c.",2020,3519
Mauritania,"Other forage products, n.e.c.",2020,4265.333333333333
Mauritania,"Other grasses, for forage",2020,3898.815789473684
Mauritania,"Other legumes, for forage",2020,3793.5000000000005
Mauritania,"Rye grass, for forage",2020,5695.357142857142
Mauritania,"Sorghum, for forage",2020,7070.833333333334
Mauritania,"Swedes, for forage",2020,3750
Mauritania,"Turnips, for forage",2020,6551.875
Mauritius,Alfalfa for forage and silage,2020,5918.851351351352
Mauritius,"Beet, for forage",2020,9916.73076923077
Mauritius,"Cabbage, for forage",2020,7986.25
Mauritius,"Clover, for forage",2020,6082.0999999999995
Mauritius,"Hay for forage, from grasses",2020,1075.8333333333333
Mauritius,Maize for forage and silage,2020,1587.5
Mauritius,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mauritius,"Other forage crops, n.e.c.",2020,3519
Mauritius,"Other forage products, n.e.c.",2020,4265.333333333333
Mauritius,"Other grasses, for forage",2020,3898.815789473684
Mauritius,"Other legumes, for forage",2020,3793.5000000000005
Mauritius,"Rye grass, for forage",2020,5695.357142857142
Mauritius,"Sorghum, for forage",2020,7070.833333333334
Mauritius,"Swedes, for forage",2020,3750
Mauritius,"Turnips, for forage",2020,6551.875
Mexico,Alfalfa for forage and silage,2020,22195
Mexico,"Beet, for forage",2020,7727.5
Mexico,"Cabbage, for forage",2020,7986.25
Mexico,"Clover, for forage",2020,9065
Mexico,"Hay for forage, from grasses",2020,1075.8333333333333
Mexico,Maize for forage and silage,2020,7152.5
Mexico,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mexico,"Other forage crops, n.e.c.",2020,3519
Mexico,"Other forage products, n.e.c.",2020,4265.333333333333
Mexico,"Other grasses, for forage",2020,3537.5
Mexico,"Other legumes, for forage",2020,3793.5000000000005
Mexico,"Rye grass, for forage",2020,9180
Mexico,"Sorghum, for forage",2020,5942.5
Mexico,"Swedes, for forage",2020,3750
Mexico,"Turnips, for forage",2020,3275
Mongolia,Alfalfa for forage and silage,2020,5918.851351351352
Mongolia,"Beet, for forage",2020,9916.73076923077
Mongolia,"Cabbage, for forage",2020,7986.25
Mongolia,"Clover, for forage",2020,6082.0999999999995
Mongolia,"Hay for forage, from grasses",2020,1075.8333333333333
Mongolia,Maize for forage and silage,2020,6505
Mongolia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mongolia,"Other forage crops, n.e.c.",2020,3519
Mongolia,"Other forage products, n.e.c.",2020,4265.333333333333
Mongolia,"Other grasses, for forage",2020,8480
Mongolia,"Other legumes, for forage",2020,8462.5
Mongolia,"Rye grass, for forage",2020,5695.357142857142
Mongolia,"Sorghum, for forage",2020,13217.5
Mongolia,"Swedes, for forage",2020,3750
Mongolia,"Turnips, for forage",2020,6551.875
Republic of Moldova,Alfalfa for forage and silage,2020,3552.0833333333335
Republic of Moldova,"Beet, for forage",2020,9077.5
Republic of Moldova,"Cabbage, for forage",2020,7986.25
Republic of Moldova,"Clover, for forage",2020,4991
Republic of Moldova,"Hay for forage, from grasses",2020,462.5
Republic of Moldova,Maize for forage and silage,2020,6533.5
Republic of Moldova,"Mixed grass and legumes, for forage",2020,3256.666666666667
Republic of Moldova,"Other forage crops, n.e.c.",2020,5780
Republic of Moldova,"Other forage products, n.e.c.",2020,4118.333333333333
Republic of Moldova,"Other grasses, for forage",2020,2408.75
Republic of Moldova,"Other legumes, for forage",2020,3793.5000000000005
Republic of Moldova,"Rye grass, for forage",2020,3227.5
Republic of Moldova,"Sorghum, for forage",2020,6542.5
Republic of Moldova,"Swedes, for forage",2020,3750
Republic of Moldova,"Turnips, for forage",2020,5715
Montenegro,Alfalfa for forage and silage,2020,3966.111111111111
Montenegro,"Beet, for forage",2020,3359.375
Montenegro,"Cabbage, for forage",2020,5302.5
Montenegro,"Clover, for forage",2020,2976.785714285714
Montenegro,"Hay for forage, from grasses",2020,1075.8333333333333
Montenegro,Maize for forage and silage,2020,8548.863636363636
Montenegro,"Mixed grass and legumes, for forage",2020,3256.666666666667
Montenegro,"Other forage crops, n.e.c.",2020,1072.5
Montenegro,"Other forage products, n.e.c.",2020,1191.25
Montenegro,"Other grasses, for forage",2020,1914.1666666666665
Montenegro,"Other legumes, for forage",2020,2776.25
Montenegro,"Rye grass, for forage",2020,7417.5
Montenegro,"Sorghum, for forage",2020,5620
Montenegro,"Swedes, for forage",2020,3750
Montenegro,"Turnips, for forage",2020,4467.5
Morocco,Alfalfa for forage and silage,2020,3902.5
Morocco,"Beet, for forage",2020,9916.73076923077
Morocco,"Cabbage, for forage",2020,7986.25
Morocco,"Clover, for forage",2020,11322.5
Morocco,"Hay for forage, from grasses",2020,1075.8333333333333
Morocco,Maize for forage and silage,2020,6660
Morocco,"Mixed grass and legumes, for forage",2020,3256.666666666667
Morocco,"Other forage crops, n.e.c.",2020,3519
Morocco,"Other forage products, n.e.c.",2020,855
Morocco,"Other grasses, for forage",2020,3898.815789473684
Morocco,"Other legumes, for forage",2020,3793.5000000000005
Morocco,"Rye grass, for forage",2020,5695.357142857142
Morocco,"Sorghum, for forage",2020,7070.833333333334
Morocco,"Swedes, for forage",2020,3750
Morocco,"Turnips, for forage",2020,6551.875
Mozambique,Alfalfa for forage and silage,2020,5918.851351351352
Mozambique,"Beet, for forage",2020,9916.73076923077
Mozambique,"Cabbage, for forage",2020,7986.25
Mozambique,"Clover, for forage",2020,6082.0999999999995
Mozambique,"Hay for forage, from grasses",2020,1075.8333333333333
Mozambique,Maize for forage and silage,2020,1587.5
Mozambique,"Mixed grass and legumes, for forage",2020,3256.666666666667
Mozambique,"Other forage crops, n.e.c.",2020,3519
Mozambique,"Other forage products, n.e.c.",2020,4265.333333333333
Mozambique,"Other grasses, for forage",2020,3898.815789473684
Mozambique,"Other legumes, for forage",2020,3793.5000000000005
Mozambique,"Rye grass, for forage",2020,5695.357142857142
Mozambique,"Sorghum, for forage",2020,7070.833333333334
Mozambique,"Swedes, for forage",2020,3750
Mozambique,"Turnips, for forage",2020,6551.875
Oman,Alfalfa for forage and silage,2020,8195.227272727272
Oman,"Beet, for forage",2020,12585
Oman,"Cabbage, for forage",2020,7986.25
Oman,"Clover, for forage",2020,9276.5
Oman,"Hay for forage, from grasses",2020,1252.5
Oman,Maize for forage and silage,2020,10732
Oman,"Mixed grass and legumes, for forage",2020,4455
Oman,"Other forage crops, n.e.c.",2020,2591.25
Oman,"Other forage products, n.e.c.",2020,3145
Oman,"Other grasses, for forage",2020,4383.333333333333
Oman,"Other legumes, for forage",2020,2476.2500000000005
Oman,"Rye grass, for forage",2020,2787.5
Oman,"Sorghum, for forage",2020,4611.666666666667
Oman,"Swedes, for forage",2020,3750
Oman,"Turnips, for forage",2020,12750
Namibia,Alfalfa for forage and silage,2020,5918.851351351352
Namibia,"Beet, for forage",2020,9916.73076923077
Namibia,"Cabbage, for forage",2020,7986.25
Namibia,"Clover, for forage",2020,6082.0999999999995
Namibia,"Hay for forage, from grasses",2020,1075.8333333333333
Namibia,Maize for forage and silage,2020,9080.849056603773
Namibia,"Mixed grass and legumes, for forage",2020,3256.666666666667
Namibia,"Other forage crops, n.e.c.",2020,3519
Namibia,"Other forage products, n.e.c.",2020,4265.333333333333
Namibia,"Other grasses, for forage",2020,3898.815789473684
Namibia,"Other legumes, for forage",2020,3793.5000000000005
Namibia,"Rye grass, for forage",2020,5695.357142857142
Namibia,"Sorghum, for forage",2020,7070.833333333334
Namibia,"Swedes, for forage",2020,3750
Namibia,"Turnips, for forage",2020,6551.875
Nauru,Alfalfa for forage and silage,2020,5918.851351351352
Nauru,"Beet, for forage",2020,9916.73076923077
Nauru,"Cabbage, for forage",2020,7986.25
Nauru,"Clover, for forage",2020,6082.0999999999995
Nauru,"Hay for forage, from grasses",2020,1075.8333333333333
Nauru,Maize for forage and silage,2020,9080.849056603773
Nauru,"Mixed grass and legumes, for forage",2020,3256.666666666667
Nauru,"Other forage crops, n.e.c.",2020,3519
Nauru,"Other forage products, n.e.c.",2020,4265.333333333333
Nauru,"Other grasses, for forage",2020,3898.815789473684
Nauru,"Other legumes, for forage",2020,3793.5000000000005
Nauru,"Rye grass, for forage",2020,5695.357142857142
Nauru,"Sorghum, for forage",2020,7070.833333333334
Nauru,"Swedes, for forage",2020,3750
Nauru,"Turnips, for forage",2020,6551.875
Nepal,Alfalfa for forage and silage,2020,2212.5
Nepal,"Beet, for forage",2020,9916.73076923077
Nepal,"Cabbage, for forage",2020,7986.25
Nepal,"Clover, for forage",2020,6082.0999999999995
Nepal,"Hay for forage, from grasses",2020,1075.8333333333333
Nepal,Maize for forage and silage,2020,9080.849056603773
Nepal,"Mixed grass and legumes, for forage",2020,3256.666666666667
Nepal,"Other forage crops, n.e.c.",2020,5560
Nepal,"Other forage products, n.e.c.",2020,3735
Nepal,"Other grasses, for forage",2020,3898.815789473684
Nepal,"Other legumes, for forage",2020,3793.5000000000005
Nepal,"Rye grass, for forage",2020,5695.357142857142
Nepal,"Sorghum, for forage",2020,7070.833333333334
Nepal,"Swedes, for forage",2020,3750
Nepal,"Turnips, for forage",2020,6551.875
Netherlands (Kingdom of the),Alfalfa for forage and silage,2020,2627.5
Netherlands (Kingdom of the),"Beet, for forage",2020,13865
Netherlands (Kingdom of the),"Cabbage, for forage",2020,10670
Netherlands (Kingdom of the),"Clover, for forage",2020,1805
Netherlands (Kingdom of the),"Hay for forage, from grasses",2020,1075.8333333333333
Netherlands (Kingdom of the),Maize for forage and silage,2020,15662.500000000002
Netherlands (Kingdom of the),"Mixed grass and legumes, for forage",2020,3256.666666666667
Netherlands (Kingdom of the),"Other forage crops, n.e.c.",2020,3519
Netherlands (Kingdom of the),"Other forage products, n.e.c.",2020,11291.25
Netherlands (Kingdom of the),"Other grasses, for forage",2020,6487.5
Netherlands (Kingdom of the),"Other legumes, for forage",2020,3793.5000000000005
Netherlands (Kingdom of the),"Rye grass, for forage",2020,1680
Netherlands (Kingdom of the),"Sorghum, for forage",2020,7070.833333333334
Netherlands (Kingdom of the),"Swedes, for forage",2020,3750
Netherlands (Kingdom of the),"Turnips, for forage",2020,6551.875
New Caledonia,Alfalfa for forage and silage,2020,5918.851351351352
New Caledonia,"Beet, for forage",2020,9916.73076923077
New Caledonia,"Cabbage, for forage",2020,7986.25
New Caledonia,"Clover, for forage",2020,6082.0999999999995
New Caledonia,"Hay for forage, from grasses",2020,1075.8333333333333
New Caledonia,Maize for forage and silage,2020,9080.849056603773
New Caledonia,"Mixed grass and legumes, for forage",2020,3256.666666666667
New Caledonia,"Other forage crops, n.e.c.",2020,3519
New Caledonia,"Other forage products, n.e.c.",2020,4265.333333333333
New Caledonia,"Other grasses, for forage",2020,3898.815789473684
New Caledonia,"Other legumes, for forage",2020,3793.5000000000005
New Caledonia,"Rye grass, for forage",2020,5695.357142857142
New Caledonia,"Sorghum, for forage",2020,7070.833333333334
New Caledonia,"Swedes, for forage",2020,3750
New Caledonia,"Turnips, for forage",2020,6551.875
Vanuatu,Alfalfa for forage and silage,2020,5918.851351351352
Vanuatu,"Beet, for forage",2020,9916.73076923077
Vanuatu,"Cabbage, for forage",2020,7986.25
Vanuatu,"Clover, for forage",2020,6082.0999999999995
Vanuatu,"Hay for forage, from grasses",2020,1075.8333333333333
Vanuatu,Maize for forage and silage,2020,9080.849056603773
Vanuatu,"Mixed grass and legumes, for forage",2020,3256.666666666667
Vanuatu,"Other forage crops, n.e.c.",2020,3519
Vanuatu,"Other forage products, n.e.c.",2020,4265.333333333333
Vanuatu,"Other grasses, for forage",2020,3898.815789473684
Vanuatu,"Other legumes, for forage",2020,3793.5000000000005
Vanuatu,"Rye grass, for forage",2020,5695.357142857142
Vanuatu,"Sorghum, for forage",2020,7070.833333333334
Vanuatu,"Swedes, for forage",2020,3750
Vanuatu,"Turnips, for forage",2020,6551.875
New Zealand,Alfalfa for forage and silage,2020,5918.851351351352
New Zealand,"Beet, for forage",2020,9916.73076923077
New Zealand,"Cabbage, for forage",2020,7986.25
New Zealand,"Clover, for forage",2020,6082.0999999999995
New Zealand,"Hay for forage, from grasses",2020,1075.8333333333333
New Zealand,Maize for forage and silage,2020,9080.849056603773
New Zealand,"Mixed grass and legumes, for forage",2020,3256.666666666667
New Zealand,"Other forage crops, n.e.c.",2020,3519
New Zealand,"Other forage products, n.e.c.",2020,4265.333333333333
New Zealand,"Other grasses, for forage",2020,3898.815789473684
New Zealand,"Other legumes, for forage",2020,3793.5000000000005
New Zealand,"Rye grass, for forage",2020,5695.357142857142
New Zealand,"Sorghum, for forage",2020,7070.833333333334
New Zealand,"Swedes, for forage",2020,3750
New Zealand,"Turnips, for forage",2020,6551.875
Niger,Alfalfa for forage and silage,2020,5918.851351351352
Niger,"Beet, for forage",2020,9916.73076923077
Niger,"Cabbage, for forage",2020,7986.25
Niger,"Clover, for forage",2020,6082.0999999999995
Niger,"Hay for forage, from grasses",2020,1075.8333333333333
Niger,Maize for forage and silage,2020,9080.849056603773
Niger,"Mixed grass and legumes, for forage",2020,3256.666666666667
Niger,"Other forage crops, n.e.c.",2020,3519
Niger,"Other forage products, n.e.c.",2020,4265.333333333333
Niger,"Other grasses, for forage",2020,3898.815789473684
Niger,"Other legumes, for forage",2020,3793.5000000000005
Niger,"Rye grass, for forage",2020,5695.357142857142
Niger,"Sorghum, for forage",2020,7070.833333333334
Niger,"Swedes, for forage",2020,3750
Niger,"Turnips, for forage",2020,6551.875
Nigeria,Alfalfa for forage and silage,2020,5918.851351351352
Nigeria,"Beet, for forage",2020,9916.73076923077
Nigeria,"Cabbage, for forage",2020,7986.25
Nigeria,"Clover, for forage",2020,6082.0999999999995
Nigeria,"Hay for forage, from grasses",2020,1075.8333333333333
Nigeria,Maize for forage and silage,2020,9080.849056603773
Nigeria,"Mixed grass and legumes, for forage",2020,3256.666666666667
Nigeria,"Other forage crops, n.e.c.",2020,3519
Nigeria,"Other forage products, n.e.c.",2020,4265.333333333333
Nigeria,"Other grasses, for forage",2020,3898.815789473684
Nigeria,"Other legumes, for forage",2020,3793.5000000000005
Nigeria,"Rye grass, for forage",2020,5695.357142857142
Nigeria,"Sorghum, for forage",2020,7070.833333333334
Nigeria,"Swedes, for forage",2020,3750
Nigeria,"Turnips, for forage",2020,6551.875
Niue,Alfalfa for forage and silage,2020,5918.851351351352
Niue,"Beet, for forage",2020,9916.73076923077
Niue,"Cabbage, for forage",2020,7986.25
Niue,"Clover, for forage",2020,6082.0999999999995
Niue,"Hay for forage, from grasses",2020,1075.8333333333333
Niue,Maize for forage and silage,2020,9080.849056603773
Niue,"Mixed grass and legumes, for forage",2020,3256.666666666667
Niue,"Other forage crops, n.e.c.",2020,3519
Niue,"Other forage products, n.e.c.",2020,4265.333333333333
Niue,"Other grasses, for forage",2020,3898.815789473684
Niue,"Other legumes, for forage",2020,3793.5000000000005
Niue,"Rye grass, for forage",2020,5695.357142857142
Niue,"Sorghum, for forage",2020,7070.833333333334
Niue,"Swedes, for forage",2020,3750
Niue,"Turnips, for forage",2020,6551.875
Norway,Alfalfa for forage and silage,2020,7015.625
Norway,"Beet, for forage",2020,16765
Norway,"Cabbage, for forage",2020,7986.25
Norway,"Clover, for forage",2020,5934.166666666666
Norway,"Hay for forage, from grasses",2020,1512.5
Norway,Maize for forage and silage,2020,8541.07142857143
Norway,"Mixed grass and legumes, for forage",2020,2657.5
Norway,"Other forage crops, n.e.c.",2020,3519
Norway,"Other forage products, n.e.c.",2020,3492.5
Norway,"Other grasses, for forage",2020,3520
Norway,"Other legumes, for forage",2020,3793.5000000000005
Norway,"Rye grass, for forage",2020,5487.5
Norway,"Sorghum, for forage",2020,7070.833333333334
Norway,"Swedes, for forage",2020,3750
Norway,"Turnips, for forage",2020,6551.875
Micronesia (Federated States of),Alfalfa for forage and silage,2020,5918.851351351352
Micronesia (Federated States of),"Beet, for forage",2020,9916.73076923077
Micronesia (Federated States of),"Cabbage, for forage",2020,7986.25
Micronesia (Federated States of),"Clover, for forage",2020,6082.0999999999995
Micronesia (Federated States of),"Hay for forage, from grasses",2020,1075.8333333333333
Micronesia (Federated States of),Maize for forage and silage,2020,9080.849056603773
Micronesia (Federated States of),"Mixed grass and legumes, for forage",2020,3256.666666666667
Micronesia (Federated States of),"Other forage crops, n.e.c.",2020,3519
Micronesia (Federated States of),"Other forage products, n.e.c.",2020,4265.333333333333
Micronesia (Federated States of),"Other grasses, for forage",2020,3898.815789473684
Micronesia (Federated States of),"Other legumes, for forage",2020,3793.5000000000005
Micronesia (Federated States of),"Rye grass, for forage",2020,5695.357142857142
Micronesia (Federated States of),"Sorghum, for forage",2020,7070.833333333334
Micronesia (Federated States of),"Swedes, for forage",2020,3750
Micronesia (Federated States of),"Turnips, for forage",2020,6551.875
Marshall Islands,Alfalfa for forage and silage,2020,5918.851351351352
Marshall Islands,"Beet, for forage",2020,9916.73076923077
Marshall Islands,"Cabbage, for forage",2020,7986.25
Marshall Islands,"Clover, for forage",2020,6082.0999999999995
Marshall Islands,"Hay for forage, from grasses",2020,1075.8333333333333
Marshall Islands,Maize for forage and silage,2020,9080.849056603773
Marshall Islands,"Mixed grass and legumes, for forage",2020,3256.666666666667
Marshall Islands,"Other forage crops, n.e.c.",2020,3519
Marshall Islands,"Other forage products, n.e.c.",2020,4265.333333333333
Marshall Islands,"Other grasses, for forage",2020,3898.815789473684
Marshall Islands,"Other legumes, for forage",2020,3793.5000000000005
Marshall Islands,"Rye grass, for forage",2020,5695.357142857142
Marshall Islands,"Sorghum, for forage",2020,7070.833333333334
Marshall Islands,"Swedes, for forage",2020,3750
Marshall Islands,"Turnips, for forage",2020,6551.875
Pakistan,Alfalfa for forage and silage,2020,2212.5
Pakistan,"Beet, for forage",2020,9916.73076923077
Pakistan,"Cabbage, for forage",2020,7986.25
Pakistan,"Clover, for forage",2020,6082.0999999999995
Pakistan,"Hay for forage, from grasses",2020,1075.8333333333333
Pakistan,Maize for forage and silage,2020,9080.849056603773
Pakistan,"Mixed grass and legumes, for forage",2020,3256.666666666667
Pakistan,"Other forage crops, n.e.c.",2020,5560
Pakistan,"Other forage products, n.e.c.",2020,3735
Pakistan,"Other grasses, for forage",2020,3898.815789473684
Pakistan,"Other legumes, for forage",2020,3793.5000000000005
Pakistan,"Rye grass, for forage",2020,5695.357142857142
Pakistan,"Sorghum, for forage",2020,7070.833333333334
Pakistan,"Swedes, for forage",2020,3750
Pakistan,"Turnips, for forage",2020,6551.875
Panama,Alfalfa for forage and silage,2020,22195
Panama,"Beet, for forage",2020,7727.5
Panama,"Cabbage, for forage",2020,7986.25
Panama,"Clover, for forage",2020,9065
Panama,"Hay for forage, from grasses",2020,1075.8333333333333
Panama,Maize for forage and silage,2020,7152.5
Panama,"Mixed grass and legumes, for forage",2020,3256.666666666667
Panama,"Other forage crops, n.e.c.",2020,3519
Panama,"Other forage products, n.e.c.",2020,4265.333333333333
Panama,"Other grasses, for forage",2020,3537.5
Panama,"Other legumes, for forage",2020,3793.5000000000005
Panama,"Rye grass, for forage",2020,9180
Panama,"Sorghum, for forage",2020,5942.5
Panama,"Swedes, for forage",2020,3750
Panama,"Turnips, for forage",2020,3275
Papua New Guinea,Alfalfa for forage and silage,2020,5918.851351351352
Papua New Guinea,"Beet, for forage",2020,9916.73076923077
Papua New Guinea,"Cabbage, for forage",2020,7986.25
Papua New Guinea,"Clover, for forage",2020,6082.0999999999995
Papua New Guinea,"Hay for forage, from grasses",2020,1075.8333333333333
Papua New Guinea,Maize for forage and silage,2020,9080.849056603773
Papua New Guinea,"Mixed grass and legumes, for forage",2020,3256.666666666667
Papua New Guinea,"Other forage crops, n.e.c.",2020,3519
Papua New Guinea,"Other forage products, n.e.c.",2020,4265.333333333333
Papua New Guinea,"Other grasses, for forage",2020,3898.815789473684
Papua New Guinea,"Other legumes, for forage",2020,3793.5000000000005
Papua New Guinea,"Rye grass, for forage",2020,5695.357142857142
Papua New Guinea,"Sorghum, for forage",2020,7070.833333333334
Papua New Guinea,"Swedes, for forage",2020,3750
Papua New Guinea,"Turnips, for forage",2020,6551.875
Paraguay,Alfalfa for forage and silage,2020,5490
Paraguay,"Beet, for forage",2020,9916.73076923077
Paraguay,"Cabbage, for forage",2020,7986.25
Paraguay,"Clover, for forage",2020,8560
Paraguay,"Hay for forage, from grasses",2020,1075.8333333333333
Paraguay,Maize for forage and silage,2020,12805
Paraguay,"Mixed grass and legumes, for forage",2020,3256.666666666667
Paraguay,"Other forage crops, n.e.c.",2020,3519
